Region,Value,Year,Metric_Type,CCAA
Cuenca,0.004133009668103629,2022,Estructura Porcentual,CASTILLA - LA MANCHA
Guadalajara,0.005685765705436738,2022,Estructura Porcentual,CASTILLA - LA MANCHA
Toledo,0.01514460302180555,2022,Estructura Porcentual,CASTILLA - LA MANCHA
Barcelona,0.12029673963085423,2022,Estructura Porcentual,CATALUÑA
Girona,0.0167329343322312,2022,Estructura Porcentual,CATALUÑA
Lleida,0.009293516929644667,2022,Estructura Porcentual,CATALUÑA
Tarragona,0.017572092244590467,2022,Estructura Porcentual,CATALUÑA
Alicante/Alacant,0.04041769555936885,2022,Estructura Porcentual,COMUNITAT VALENCIANA
Castellón/Castelló,0.01250784748671159,2022,Estructura Porcentual,COMUNITAT VALENCIANA
Valencia/València,0.0551019126940945,2022,Estructura Porcentual,COMUNITAT VALENCIANA
Badajoz,0.013958063031013268,2022,Estructura Porcentual,EXTREMADURA
Cáceres,0.00813208889632947,2022,Estructura Porcentual,EXTREMADURA
"Coruña, A",0.02346921692545934,2022,Estructura Porcentual,GALICIA
Lugo,0.006786506508182313,2022,Estructura Porcentual,GALICIA
Ourense,0.006370066546687314,2022,Estructura Porcentual,GALICIA
Pontevedra,0.019796593144435607,2022,Estructura Porcentual,GALICIA
Araba/Álava,0.007012514125476081,2022,Estructura Porcentual,PAÍS VASCO
Bizkaia,0.02408655254677102,2022,Estructura Porcentual,PAÍS VASCO
Gipuzkoa,0.015171807642405725,2022,Estructura Porcentual,PAÍS VASCO
Total Nacional,1.0,2022,Estructura Porcentual,MELILLA
Almería,0.019251774986346337,2022,Tasa de Variación Interanual,ANDALUCÍA
Cádiz,0.0028017931476145286,2022,Tasa de Variación Interanual,ANDALUCÍA
Córdoba,-0.0006446621970087607,2022,Tasa de Variación Interanual,ANDALUCÍA
Granada,0.0060579835569019025,2022,Tasa de Variación Interanual,ANDALUCÍA
Huelva,0.0054747970549366975,2022,Tasa de Variación Interanual,ANDALUCÍA
Jaén,-0.004796929964822505,2022,Tasa de Variación Interanual,ANDALUCÍA
Málaga,0.017666392769104533,2022,Tasa de Variación Interanual,ANDALUCÍA
Sevilla,0.0034912974277352404,2022,Tasa de Variación Interanual,ANDALUCÍA
Huesca,0.007579135086937194,2022,Tasa de Variación Interanual,ARAGÓN
Teruel,0.004477611940298498,2022,Tasa de Variación Interanual,ARAGÓN
Zaragoza,0.0016452442159382574,2022,Tasa de Variación Interanual,ARAGÓN
"Palmas, Las",0.009029745042492987,2022,Tasa de Variación Interanual,CANARIAS
Santa Cruz de Tenerife,0.011649002196123304,2022,Tasa de Variación Interanual,CANARIAS
Ávila,0.0018856065367693908,2022,Tasa de Variación Interanual,CASTILLA Y LEÓN
Burgos,0.004513399153737829,2022,Tasa de Variación Interanual,CASTILLA Y LEÓN
León,-0.003330373001776188,2022,Tasa de Variación Interanual,CASTILLA Y LEÓN
Palencia,-0.0025268477574226234,2022,Tasa de Variación Interanual,CASTILLA Y LEÓN
Salamanca,0.001532801961986463,2022,Tasa de Variación Interanual,CASTILLA Y LEÓN
Segovia,0.005859375,2022,Tasa de Variación Interanual,CASTILLA Y LEÓN
Soria,0.005656108597285048,2022,Tasa de Variación Interanual,CASTILLA Y LEÓN
Valladolid,0.0036693704132870764,2022,Tasa de Variación Interanual,CASTILLA Y LEÓN
Zamora,-0.005938242280285055,2022,Tasa de Variación Interanual,CASTILLA Y LEÓN
Albacete,0.0015540015540014274,2022,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Ciudad Real,0.00020354162426206024,2022,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Cuenca,0.006113092205807469,2022,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Guadalajara,0.019129782445611365,2022,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Toledo,0.01829182496130577,2022,Tasa de Variación Interanual,CASTILLA - LA MANCHA
Barcelona,0.011027471947659073,2022,Tasa de Variación Interanual,CATALUÑA
Girona,0.018209601426206534,2022,Tasa de Variación Interanual,CATALUÑA
Lleida,0.013232945471138624,2022,Tasa de Variación Interanual,CATALUÑA
Tarragona,0.017818181818181955,2022,Tasa de Variación Interanual,CATALUÑA
Alicante/Alacant,0.020878481949363037,2022,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Castellón/Castelló,0.01649659863945585,2022,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Valencia/València,0.015543042270903973,2022,Tasa de Variación Interanual,COMUNITAT VALENCIANA
Badajoz,-0.0028404843773358612,2022,Tasa de Variación Interanual,EXTREMADURA
Cáceres,-0.0020544427324087344,2022,Tasa de Variación Interanual,EXTREMADURA
"Coruña, A",0.0032203238214507657,2022,Tasa de Variación Interanual,GALICIA
Lugo,-0.0009242144177449285,2022,Tasa de Variación Interanual,GALICIA
Ourense,0.0006574621959236637,2022,Tasa de Variación Interanual,GALICIA
Pontevedra,0.0016941973739941218,2022,Tasa de Variación Interanual,GALICIA
Araba/Álava,0.006608591168519196,2022,Tasa de Variación Interanual,PAÍS VASCO
Bizkaia,0.0020895002611875935,2022,Tasa de Variación Interanual,PAÍS VASCO
Gipuzkoa,0.0031825100318250144,2022,Tasa de Variación Interanual,PAÍS VASCO
Total Nacional,0.009276234085513702,2022,Tasa de Variación Interanual,MELILLA
